id,date,catalogDate,year,x,mission,vehicle,variant,booster,boosterFlight,turnaroundDays,previousDate,pad,launchCode,source
2022-097,2022-08-10T02:14:40Z,2022 Aug 10 0214:40,2022,2022.605735667174,Starlink Group 4-26,Falcon 9,FT5,B1073,3,41.2157,2022-06-29T21:04:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-099,2022-08-12T21:40:20Z,2022 Aug 12 2140:20,2022,2022.6134329020801,Starlink Group 3-3,Falcon 9,FT5,B1061,10,54.7172,2022-06-19T04:27:36Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-101,2022-08-19T19:21:20Z,2022 Aug 19 1921:20,2022,2022.6323465246069,Starlink Group 4-27,Falcon 9,FT5,B1062,9,26.2382,2022-07-24T13:38:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-104,2022-08-28T03:41:20Z,2022 Aug 28 0341:20,2022,2022.6552156265855,Starlink Group 4-23,Falcon 9,FT5,B1069,2,249.7321,2021-12-21T10:07:08Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-105,2022-08-31T05:40:10Z,2022 Aug 31 0540:10,2022,2022.6636608954846,Starlink Group 3-4,Falcon 9,FT5,B1063,7,51.167,2022-07-11T01:39:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-107,2022-09-05T02:09:40Z,2022 Sep  5 0209:40,2022,2022.6769590309489,Starlink Group 4-20/SLTC,Falcon 9,FT5,B1052,7,31.1256,2022-08-04T23:08:48Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-111,2022-09-11T01:20:00Z,2022 Sep 11 0120:00,2022,2022.693302891933,Starlink Group 4-2/BW3,Falcon 9,FT5,B1058,14,65.5062,2022-07-07T13:11:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-114,2022-09-19T00:18:40Z,2022 Sep 19 0018:40,2022,2022.7151040081178,Starlink Group 4-34,Falcon 9,FT5,B1067,6,65.9822,2022-07-15T00:44:22Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-119,2022-09-24T23:32:10Z,2022 Sep 24 2332:10,2022,2022.7314538939625,Starlink Group 4-35,Falcon 9,FT5,B1073,4,45.8872,2022-08-10T02:14:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-125,2022-10-05T23:10:30Z,2022 Oct  5 2310:30,2022,2022.7615496575343,Starlink Group 4-29,Falcon 9,FT5,B1071,5,75.2297,2022-07-22T17:39:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-128,2022-10-08T23:05:00Z,2022 Oct  8 2305,2022,2022.769758371385,Galaxy 33/34,Falcon 9,FT5,B1060,14,113.289,2022-06-17T16:08:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-134,2022-10-15T05:22:00Z,2022 Oct 15 0522,2022,2022.786914003044,Hot Bird 13F,Falcon 9,FT5,B1069,3,48.0699,2022-08-28T03:41:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-136,2022-10-20T14:50:40Z,2022 Oct 20 1450:40,2022,2022.8016945712836,Starlink Group 4-36,Falcon 9,FT5,B1062,10,61.812,2022-08-19T19:21:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-141,2022-10-28T01:14:10Z,2022 Oct 28 0114:10,2022,2022.8220589167936,Starlink Group 4-31,Falcon 9,FT5,B1063,8,57.8153,2022-08-31T05:40:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-146,2022-11-03T05:22:00Z,2022 Nov  3 0522,2022,2022.8389687975646,Hot Bird 13G,Falcon 9,FT5,B1067,7,45.2106,2022-09-19T00:18:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-153,2022-11-12T16:06:00Z,2022 Nov 12 1606,2022,2022.8648515981736,Galaxy 31/32,Falcon 9,FT5,B1051,14,118.0736,2022-07-17T14:20:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-157,2022-11-23T02:57:00Z,2022 Nov 23 0257,2022,2022.8934874429224,Eutelsat 10B,Falcon 9,FT5,B1049,11,434.9591,2021-09-14T03:55:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-166,2022-12-08T22:27:48Z,2022 Dec  8 2227:48,2022,2022.9368108828005,OneWeb L15,Falcon 9,FT5,B1069,4,54.7124,2022-10-15T05:22:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-168,2022-12-11T07:38:13Z,2022 Dec 11 0738:13,2022,2022.9433375507356,Hakuto-R M1,Falcon 9,FT5,B1073,5,77.3375,2022-09-24T23:32:10Z,CC / LC40,DS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-173,2022-12-16T11:46:47Z,2022 Dec 16 1146:47,2022,2022.9575091007102,SWOT,Falcon 9,FT5,B1071,6,71.5252,2022-10-05T23:10:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-174,2022-12-16T22:48:00Z,2022 Dec 16 2248:00?,2022,2022.9587671232878,O3b mPOWER 1/2,Falcon 9,FT5,B1067,8,43.7264,2022-11-03T05:22:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-175,2022-12-17T21:32:30Z,2022 Dec 17 2132:30,2022,2022.9613632039575,Starlink Group 4-37,Falcon 9,FT5,B1058,15,97.842,2022-09-11T01:20:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-177,2022-12-28T09:34:00Z,2022 Dec 28 0934:00,2022,2022.9901331811263,Starlink Group 5-1,Falcon 9,FT5,B1062,11,68.7801,2022-10-20T14:50:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2022-179,2022-12-30T07:38:00Z,2022 Dec 30 0738,2022,2022.995391933029,EROS C3,Falcon 9,FT5,B1061,11,139.415,2022-08-12T21:40:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-001,2023-01-03T14:55:56Z,2023 Jan  3 1455:56,2023,2023.0071840436326,Transporter-6,Falcon 9,FT5,B1060,15,86.6604,2022-10-08T23:05:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-004,2023-01-10T04:50:17Z,2023 Jan 10 0450:17,2023,2023.0252098236936,OneWeb L16,Falcon 9,FT5,B1076,2,44.3955,2022-11-26T19:20:43Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-009,2023-01-18T12:24:00Z,2023 Jan 18 1224,2023,2023.04799086758,GPS III SV06,Falcon 9,FT5,B1077,2,104.8493,2022-10-05T16:00:57Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-013,2023-01-26T09:32:20Z,2023 Jan 26 0932:20,2023,2023.0695820649416,Starlink Group 5-2,Falcon 9,FT5,B1067,9,40.4475,2022-12-16T22:48:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-014,2023-01-31T16:15:00Z,2023 Jan 31 1615:00,2023,2023.0840468036529,Starlink Group 2-6,Falcon 9,FT5,B1071,7,46.1863,2022-12-16T11:46:47Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-015,2023-02-02T07:58:20Z,2023 Feb  2 0758:20,2023,2023.0885813039067,Starlink Group 5-3,Falcon 9,FT5,B1069,5,55.3962,2022-12-08T22:27:48Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-017,2023-02-07T01:32:00Z,2023 Feb  7 0132,2023,2023.1015449010654,Amazonas Nexus,Falcon 9,FT5,B1073,6,57.7457,2022-12-11T07:38:13Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-020,2023-02-12T05:10:10Z,2023 Feb 12 0510:10,2023,2023.1156586123795,Starlink Group 5-4,Falcon 9,FT5,B1062,12,45.8168,2022-12-28T09:34:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-021,2023-02-17T19:12:20Z,2023 Feb 17 1912:20,2023,2023.1309595383054,Starlink Group 2-5,Falcon 9,FT5,B1063,9,112.7487,2022-10-28T01:14:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-022,2023-02-18T03:59:00Z,2023 Feb 18 0359,2023,2023.131961567732,Inmarsat 6 F2,Falcon 9,FT5,B1077,3,30.6493,2023-01-18T12:24:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-026,2023-02-27T23:13:50Z,2023 Feb 27 2313:50,2023,2023.1588162734652,Starlink Group 6-1,Falcon 9,FT5,B1076,3,48.7664,2023-01-10T04:50:17Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-028,2023-03-03T18:38:50Z,2023 Mar  3 1838:50,2023,2023.169251966007,Starlink Group 2-7,Falcon 9,FT5,B1061,12,63.4589,2022-12-30T07:38:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-029,2023-03-09T19:13:28Z,2023 Mar  9 1913:28,2023,2023.1857562151192,OneWeb L17,Falcon 9,FT5,B1062,13,25.5856,2023-02-12T05:10:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-033,2023-03-15T00:30:42Z,2023 Mar 15 0030:42,2023,2023.200058409437,Dragon C209.3,Falcon 9,FT5,B1073,7,35.9574,2023-02-07T01:32:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-037,2023-03-17T19:26:40Z,2023 Mar 17 1926:40,2023,2023.2076991374936,Starlink Group 2-8,Falcon 9,FT5,B1071,8,45.1331,2023-01-31T16:15:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-038,2023-03-17T23:38:00Z,2023 Mar 17 2338:00?,2023,2023.2081773211569,SES-18/19,Falcon 9,FT5,B1069,6,43.6525,2023-02-02T07:58:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-042,2023-03-24T15:43:10Z,2023 Mar 24 1543:10,2023,2023.226451991375,Starlink Group 5-5,Falcon 9,FT5,B1067,10,57.2575,2023-01-26T09:32:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-046,2023-03-29T20:01:00Z,2023 Mar 29 2001:00,2023,2023.240641171994,Starlink Group 5-10,Falcon 9,FT5,B1077,4,39.6681,2023-02-18T03:59:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-050,2023-04-02T14:29:00Z,2023 Apr  2 1429,2023,2023.2509684170473,SDA-0A,Falcon 9,FT5,B1075,2,72.9485,2023-01-19T15:43:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-052,2023-04-07T04:30:00Z,2023 Apr  7 0430:00,2023,2023.2635273972603,IS-40e,Falcon 9,FT5,B1076,4,38.2196,2023-02-27T23:13:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-054,2023-04-15T06:47:39Z,2023 Apr 15 0647:39,2023,2023.2857070966515,Transporter-7,Falcon 9,FT5,B1063,10,56.4829,2023-02-17T19:12:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-056,2023-04-19T14:31:10Z,2023 Apr 19 1431:10,2023,2023.297547881786,Starlink Group 6-2,Falcon 9,FT5,B1073,8,35.5837,2023-03-15T00:30:42Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-058,2023-04-27T13:40:50Z,2023 Apr 27 1340:50,2023,2023.3193699264332,Starlink Group 3-5,Falcon 9,FT5,B1061,13,54.7931,2023-03-03T18:38:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-059,2023-04-28T22:12:00Z,2023 Apr 28 2212,2023,2023.3230821917807,O3b mPOWER 3/4,Falcon 9,FT5,B1078,2,57.6929,2023-03-02T05:34:14Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-061,2023-05-04T07:31:00Z,2023 May  4 0731:00,2023,2023.337844368341,Starlink Group 5-6,Falcon 9,FT5,B1069,7,47.3285,2023-03-17T23:38:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-064,2023-05-10T20:09:00Z,2023 May 10 2009:00,2023,2023.3557248858447,Starlink Group 2-9,Falcon 9,FT5,B1075,3,38.2361,2023-04-02T14:29:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-065,2023-05-14T05:03:30Z,2023 May 14 0503:30,2023,2023.364960996956,Starlink Group 5-9,Falcon 9,FT5,B1067,11,50.5558,2023-03-24T15:43:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-067,2023-05-19T06:19:30Z,2023 May 19 0619:30,2023,2023.3788042237443,Starlink Group 6-3,Falcon 9,FT5,B1076,5,42.076,2023-04-07T04:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-068,2023-05-20T13:16:33Z,2023 May 20 1316:33,2023,2023.3823374238964,OneWeb L19/Iridium,Falcon 9,FT5,B1063,11,35.2701,2023-04-15T06:47:39Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-075,2023-05-27T04:30:00Z,2023 May 27 0430,2023,2023.4005136986302,Arabsat 7B,Falcon 9,FT5,B1062,14,78.3865,2023-03-09T19:13:28Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-078,2023-05-31T06:02:30Z,2023 May 31 0602:30,2023,2023.4116485920852,Starlink Group 2-10,Falcon 9,FT5,B1061,14,33.6817,2023-04-27T13:40:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-079,2023-06-04T12:20:00Z,2023 Jun  4 1220:00,2023,2023.4233257229832,Starlink Group 6-4,Falcon 9,FT5,B1078,3,36.5889,2023-04-28T22:12:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-080,2023-06-05T15:47:00Z,2023 Jun  5 1547:00,2023,2023.426459284627,Dragon C208.4,Falcon 9,FT5,B1077,5,67.8236,2023-03-29T20:01:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-083,2023-06-12T07:10:50Z,2023 Jun 12 0710:50,2023,2023.444655314561,Starlink Group 5-11,Falcon 9,FT5,B1073,9,53.6942,2023-04-19T14:31:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-084,2023-06-12T21:35:00Z,2023 Jun 12 2135:00,2023,2023.4462994672756,Transporter-8,Falcon 9,FT5,B1071,9,87.0891,2023-03-17T19:26:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-086,2023-06-18T22:21:00Z,2023 Jun 18 2221,2023,2023.4628253424657,Satria,Falcon 9,FT5,B1067,12,35.7205,2023-05-14T05:03:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-088,2023-06-22T07:19:00Z,2023 Jun 22 0719:00,2023,2023.4720681126332,Starlink Group 5-7,Falcon 9,FT5,B1075,4,42.4653,2023-05-10T20:09:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-090,2023-06-23T15:35:10Z,2023 Jun 23 1535:10,2023,2023.475751839168,Starlink Group 5-12,Falcon 9,FT5,B1069,8,50.3362,2023-05-04T07:31:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-092,2023-07-01T15:12:00Z,2023 Jul  1 1512,2023,2023.4976255707763,Euclid,Falcon 9,FT5,B1080,2,40.7325,2023-05-21T21:37:09Z,CC / LC40,DS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-094,2023-07-07T19:29:50Z,2023 Jul  7 1929:50,2023,2023.5145544774227,Starlink Group 5-13,Falcon 9,FT5,B1063,12,48.2592,2023-05-20T13:16:33Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-096,2023-07-10T03:58:50Z,2023 Jul 10 0358:50,2023,2023.5210023465247,Starlink Group 6-5,Falcon 9,FT5,B1058,16,204.2683,2022-12-17T21:32:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-099,2023-07-16T03:50:00Z,2023 Jul 16 0350:00,2023,2023.5374238964991,Starlink Group 5-15,Falcon 9,FT5,B1060,16,193.5375,2023-01-03T14:55:56Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-102,2023-07-20T04:09:30Z,2023 Jul 20 0409:30,2023,2023.5484199010655,Starlink Group 6-15,Falcon 9,FT5,B1071,10,37.274,2023-06-12T21:35:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-105,2023-07-24T00:50:30Z,2023 Jul 24 0050:30,2023,2023.5590001902588,Starlink Group 6-6,Falcon 9,FT5,B1076,6,65.7715,2023-05-19T06:19:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-107,2023-07-28T04:01:10Z,2023 Jul 28 0401:10,2023,2023.5703218543886,Starlink Group 6-7,Falcon 9,FT5,B1062,15,61.98,2023-05-27T04:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-112,2023-08-03T05:00:00Z,2023 Aug  3 0500,2023,2023.5868721461188,Galaxy 37,Falcon 9,FT5,B1077,6,58.5507,2023-06-05T15:47:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-113,2023-08-07T02:41:10Z,2023 Aug  7 0241:10,2023,2023.597566907661,Starlink Group 6-8,Falcon 9,FT5,B1078,4,63.598,2023-06-04T12:20:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-115,2023-08-08T03:57:00Z,2023 Aug  8 0357:00,2023,2023.600450913242,Starlink Group 6-20,Falcon 9,FT5,B1075,5,46.8597,2023-06-22T07:19:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-119,2023-08-11T05:17:40Z,2023 Aug 11 0517:40,2023,2023.6088235667173,Starlink Group 6-9,Falcon 9,FT5,B1069,9,48.5712,2023-06-23T15:35:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-122,2023-08-17T03:36:50Z,2023 Aug 17 0336:50,2023,2023.6250700786402,Starlink Group 6-10,Falcon 9,FT5,B1067,13,59.2193,2023-06-18T22:21:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-124,2023-08-22T09:37:30Z,2023 Aug 22 0937:30,2023,2023.6394549086758,Starlink Group 7-1,Falcon 9,FT5,B1061,15,83.1493,2023-05-31T06:02:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-129,2023-08-27T01:05:40Z,2023 Aug 27 0105:40,2023,2023.652179731101,Starlink Group 6-11,Falcon 9,FT5,B1080,3,56.4123,2023-07-01T15:12:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-131,2023-09-01T02:21:50Z,2023 Sep  1 0221:50,2023,2023.6660232749873,Starlink Group 6-13,Falcon 9,FT5,B1077,7,28.8902,2023-08-03T05:00:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-133,2023-09-02T14:25:00Z,2023 Sep  2 1425,2023,2023.670138888889,SDA-0B,Falcon 9,FT5,B1063,13,56.7883,2023-07-07T19:29:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-134,2023-09-04T02:47:20Z,2023 Sep  4 0247:20,2023,2023.6742909690513,Starlink Group 6-12,Falcon 9,FT5,B1073,10,83.817,2023-06-12T07:10:50Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-138,2023-09-09T03:12:50Z,2023 Sep  9 0312:50,2023,2023.68803811517,Starlink Group 6-14,Falcon 9,FT5,B1076,7,47.0988,2023-07-24T00:50:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-141,2023-09-12T06:57:50Z,2023 Sep 12 0657:50,2023,2023.6966853754438,Starlink Group 7-2,Falcon 9,FT5,B1071,11,54.1169,2023-07-20T04:09:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-144,2023-09-16T03:38:20Z,2023 Sep 16 0338:20,2023,2023.7072647133434,Starlink Group 6-16,Falcon 9,FT5,B1078,5,40.0397,2023-08-07T02:41:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-146,2023-09-20T03:38:10Z,2023 Sep 20 0338:10,2023,2023.7182233003552,Starlink Group 6-17,Falcon 9,FT5,B1058,17,71.9856,2023-07-10T03:58:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-147,2023-09-24T03:38:30Z,2023 Sep 24 0338:30,2023,2023.7291828386606,Starlink Group 6-18,Falcon 9,FT5,B1060,17,69.992,2023-07-16T03:50:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-148,2023-09-25T08:48:20Z,2023 Sep 25 0848:20,2023,2023.732512049721,Starlink Group 7-3,Falcon 9,FT5,B1075,6,48.2023,2023-08-08T03:57:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-151,2023-09-30T02:00:00Z,2023 Sep 30 0200:00,2023,2023.7454337899544,Starlink Group 6-19,Falcon 9,FT5,B1069,10,49.8627,2023-08-11T05:17:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-153,2023-10-05T05:36:30Z,2023 Oct  5 0536:30,2023,2023.7595443302891,Starlink Group 6-21,Falcon 9,FT5,B1076,8,26.0998,2023-09-09T03:12:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-156,2023-10-09T07:43:00Z,2023 Oct  9 0743,2023,2023.77074391172,Starlink Group 7-4,Falcon 9,FT5,B1063,14,36.7208,2023-09-02T14:25:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-158,2023-10-13T23:01:10Z,2023 Oct 13 2301:10,2023,2023.78344970827,Starlink Group 6-22,Falcon 9,FT5,B1067,14,57.8086,2023-08-17T03:36:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-160,2023-10-18T00:39:00Z,2023 Oct 18 0039,2023,2023.7945947488583,Starlink Group 6-23,Falcon 9,FT5,B1062,16,81.8596,2023-07-28T04:01:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-161,2023-10-21T08:23:00Z,2023 Oct 21 0823:00,2023,2023.8036967275495,Starlink Group 7-5,Falcon 9,FT5,B1061,16,59.9483,2023-08-22T09:37:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-162,2023-10-22T02:17:00Z,2023 Oct 22 0217:00,2023,2023.8057401065448,Starlink Group 6-24,Falcon 9,FT5,B1080,4,56.0495,2023-08-27T01:05:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-166,2023-10-29T09:00:00Z,2023 Oct 29 0900:00,2023,2023.8256849315069,Starlink Group 7-6,Falcon 9,FT5,B1075,7,34.0081,2023-09-25T08:48:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-167,2023-10-30T23:20:30Z,2023 Oct 30 2320:30,2023,2023.8300618340943,Starlink Group 6-25,Falcon 9,FT5,B1077,8,59.8741,2023-09-01T02:21:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-170,2023-11-04T00:37:20Z,2023 Nov  4 0037:20,2023,2023.841166920345,Starlink Group 6-26,Falcon 9,FT5,B1058,18,44.8744,2023-09-20T03:38:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-171,2023-11-08T05:05:30Z,2023 Nov  8 0505:30,2023,2023.8526360350077,Starlink Group 6-27,Falcon 9,FT5,B1073,11,65.0959,2023-09-04T02:47:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-173,2023-11-10T01:28:14Z,2023 Nov 10 0128:14,2023,2023.857702118214,Dragon C211.2,Falcon 9,FT5,B1081,2,75.7505,2023-08-26T07:27:27Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-174,2023-11-11T18:49:00Z,2023 Nov 11 1849:00,2023,2023.8624219939118,Transporter-9,Falcon 9,FT5,B1071,12,60.4939,2023-09-12T06:57:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-175,2023-11-12T21:08:00Z,2023 Nov 12 2108,2023,2023.8654261796044,O3b mPOWER 5/6,Falcon 9,FT5,B1076,9,38.6469,2023-10-05T05:36:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-177,2023-11-18T05:05:50Z,2023 Nov 18 0505:50,2023,2023.8800339294773,Starlink Group 6-28,Falcon 9,FT5,B1069,11,49.1291,2023-09-30T02:00:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-178,2023-11-20T10:30:40Z,2023 Nov 20 1030:40,2023,2023.886131405378,Starlink Group 7-7,Falcon 9,FT5,B1063,15,42.1164,2023-10-09T07:43:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-180,2023-11-22T07:47:40Z,2023 Nov 22 0747:40,2023,2023.891300735667,Starlink Group 6-29,Falcon 9,FT5,B1067,15,39.3656,2023-10-13T23:01:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-183,2023-11-28T04:20:00Z,2023 Nov 28 0420:00,2023,2023.9073439878234,Starlink Group 6-30,Falcon 9,FT5,B1062,17,41.1535,2023-10-18T00:39:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-185,2023-12-01T18:19:00Z,2023 Dec  1 1819,2023,2023.917159436834,Korea 425,Falcon 9,FT5,B1061,17,41.4139,2023-10-21T08:23:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-186,2023-12-03T04:00:50Z,2023 Dec  3 0400:50,2023,2023.9210061516997,Starlink Group 6-31,Falcon 9,FT5,B1078,6,78.0156,2023-09-16T03:38:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
